품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자
201103424,피타로우정2밀리그램(피타바스타틴칼슘),19650001,(주)종근당,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NDmwB5AqlB,PITA,분할선,원형,분홍,-,-,-,6.7,6.7,3.2,20120522,2180,동맥경화용제,전문의약품,20110524,필름코팅정,-,-,-,-,-,-,20220923
201103425,피타바로틴정2밀리그램(피타바스타틴칼슘),19570014,환인제약(주),할선이추가된|흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900055,WI,분할선,원형,하양,-,-,-,7.4,7.4,3,20110627,2180,동맥경화용제,전문의약품,20110524,필름코팅정,-,-,-,-,-,-,20210419
201103426,피스타틴정(피타바스타틴칼슘),19870002,(주)휴온스,할선이있는흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900059,PST,분할선,원형,하양,-,-,-,7.1,7.1,2.85,20110617,2180,동맥경화용제,전문의약품,20110524,필름코팅정,-,-,-,-,-,-,-
201103466,피타에스정2밀리그램(피타바스타틴칼슘),19600001,삼아제약(주),분할선이있는매우엷은황적색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031693747900134,마크,PS,원형,하양,-,-,-,7.15,7.15,2.79,20121109,2180,동맥경화용제,전문의약품,20110526,필름코팅정,SA|SΛ|5A|5Λ|VS,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800190,-,r0125,-,20211111
201103469,피타넥스정(피타바스타틴칼슘),19570004,(주)바이넥스,할선이추가된흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152733321377800182,BIP,분할선,원형,하양,-,-,-,7.08,7.08,2.81,20130313,2180,동맥경화용제,전문의약품,20110526,필름코팅정,-,-,-,-,-,-,20220331
201103470,피바틴정2밀리그램(피타바스타틴칼슘),19570006,동화약품(주),할선이추가된|흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900074,PV2,분할선,원형,하양,-,-,-,7,7,2.7,20110704,2180,동맥경화용제,전문의약품,20110526,필름코팅정,-,-,-,-,-,-,-
201103471,피라바정(피타바스타틴칼슘),19600016,(주)유영제약,할선이추가된|흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900077,PVT,분할선,원형,하양,-,-,-,7,7,2.9,20110824,2180,동맥경화용제,전문의약품,20110526,필름코팅정,-,-,-,-,-,-,-
201103472,타스틴정2밀리그램(피타바스타틴칼슘),19600015,위더스제약(주),할선이추가된|흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900080,마크,분할선,원형,하양,-,-,-,7,7,2.5,20130214,2180,동맥경화용제,전문의약품,20110526,필름코팅정,W|m|3|ω|ε,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600181,-,r0251,-,20210716
201103475,케이바로정(피타바스타틴칼슘),20020017,주식회사제뉴원사이언스,매우엷은황적색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kd5_,KII,분할선,원형,하양,-,-,-,7,7,2,20130211,2180,동맥경화용제,전문의약품,20110526,필름코팅정,-,-,-,-,-,-,20210419
201105484,코캅스정,19880003,동성제약(주),백색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298766464500035,DS분할선CC,-,원형,하양,-,-,-,8.6,8.6,3.5,20110930,1410,항히스타민제,일반의약품,20110823,나정,-,-,-,-,-,-,-
201105511,디마티딘정,19550008,정우신약(주),노란색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700139,LL,-,원형,노랑,-,-,-,10,10,3,20110927,2340,제산제,일반의약품,20110824,필름코팅정,-,-,-,-,-,-,-
201105914,몬테잘츄정5밀리그램(몬테루카스트나트륨),19570027,한미약품(주),양면이볼록한원형의씹어먹는분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573400017,HM,5,원형,분홍,-,-,-,9.7,9.7,4.3,20110929,1490,기타의알레르기용약,전문의약품,20110831,추어블정(저작정),-,-,-,-,-,-,20170629
201105919,몬테루브이츄정5mg(몬테루카스트나트륨),19720016,(주)엘지화학,양면이볼록한원형의씹어먹는분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298775798300095,PV,MTC5,원형,분홍,-,-,-,9.5,9.5,4.6,20120322,1490,기타의알레르기용약,전문의약품,20110831,정제|미분류,-,-,-,-,-,-,-
201106062,삼스카정15밀리그램(톨밥탄분무건조분말),19830009,한국오츠카제약(주),파란색의원형정제(각인:SAMSCA|15),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153080028832600086,SAMSCA분할선15,-,원형,파랑,-,-,-,8,8,3.1,20120725,2190,기타의순환계용약,전문의약품,20110901,나정,-,-,-,-,-,-,20220318
201106366,솝튼정(티자니딘염산염),19870002,(주)휴온스,흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MxLfJLJg_D,H분할선S,SOF,원형,하양,-,-,-,7.1,7.1,2.15,20111116,1220,골격근이완제,전문의약품,20110909,나정,-,-,-,-,-,-,20200122
201106322,액티그린정,19720010,천우신약(주),녹색의원형장용성필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0_7a4Vsdx,GP,-,원형,초록,-,-,-,10,10,3,20120410,2380,하제|완장제,일반의약품,20110909,장용성필름코팅정,-,-,-,-,-,-,-
201106367,트라젠타정(리나글립틴),20152871,한국베링거인겔하임(주),양쪽이볼록하고사각면이날이선밝은빨강색의원형필름코팅정.한쪽면에는베링거인겔하임표식|다른한쪽면에는‘D5’가새겨져있다.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVz3z,마크,D5,원형,분홍,-,-,-,8.23,8.23,3.65,20110930,3960,당뇨병용제,전문의약품,20110914,필름코팅정,집|화살|교회,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100129,-,r0168,-,20220413
201106390,파라메트정(라베프라졸나트륨),19580012,하나제약(주),담황색의원형장용필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Niwca6NO42,HN,20,원형,노랑,-,-,-,6.9,6.9,3,20111019,2320,소화성궤양용제,전문의약품,20110915,장용성필름코팅정,-,-,-,-,-,-,20180804
201106789,폴엔정(폴산),19560015,신일제약(주),노란색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984500057,SI,4,원형,노랑,-,-,-,6.02,6.02,2.78,20111007,3130,비타민B제(비타민B1을제외),일반의약품,20110920,나정,-,-,-,-,-,-,20191006
201109313,폴라리스정100밀리그램(아미설피리드),19900019,유니메드제약(주),흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611575397700063,AML100,분할선,원형,하양,-,-,-,10,10,2,20111122,1170,정신신경용제,전문의약품,20111031,나정,-,-,-,-,-,-,20190703
201109514,한미탐스오디정0.2밀리그램(탐스로신염산염),19570027,한미약품(주),흰색의원형구강붕해서방정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150108363896700030,HM,TS2,원형,하양,-,-,-,8.7,8.7,3.6,20111118,2590,기타의비뇨생식기관및항문용약,전문의약품,20111103,구강붕해정,-,-,-,-,-,-,20210204
201109819,지트람씨알서방정75밀리그램(트라마돌염산염),20160747,한국먼디파마(유),옅은회색의양면이볼록한원형의필름코팅서방정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426587165200127,TBD,75,원형,회색,-,-,-,7.14,7.14,4.67,20120409,1140,해열.진통.소염제,전문의약품,20111109,서방성필름코팅정,-,-,-,-,-,-,20220724
201110023,람세트오디정0.1밀리그램(라모세트론염산염),19580012,하나제약(주),흰색의원형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426587165200151,H,N,원형,하양,-,-,-,7,7,1,20120227,2350,최토제|진토제,전문의약품,20111115,구강붕해정,-,-,-,-,-,-,20141014
201110058,람트론오디정(라모세트론염산염),19910001,한국유나이티드제약(주),흰색의원형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MlR0msHuDC,R,U,원형,하양,-,-,-,6.7,6.7,3.3,20120203,2350,최토제|진토제,전문의약품,20111115,구강붕해정,-,-,-,-,-,-,20141014
201110105,발사닌정80밀리그램(발사르탄),19660002,명문제약(주),엷은분홍색의양면이볼록한원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426587165200181,MM,V분할선T,원형,분홍,-,-,-,8.12,8.12,3.63,20120217,2140,혈압강하제,전문의약품,20111116,필름코팅정,-,-,-,-,-,-,20190909
201110294,미니린멜트설하정240마이크로그램(데스모프레신아세트산염),20161348,한국페링제약(주),흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600006,마크,-,원형,하양,-,-,-,12,12,3,20130516,2410,뇌하수체호르몬제,전문의약품,20111123,설하정,물방울|꽃,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000074,-,r0488,-,20210219
201110424,본스칼츄어블정,19640007,조아제약(주),흰색의원형츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653003766800067,CΛC,-,원형,하양,-,-,-,14.5,14.5,6.2,20111207,3210,칼슘제,일반의약품,20111128,추어블정(저작정),-,-,-,-,-,-,20211130
201110501,엘리퀴스정2.5밀리그램(아픽사반),20162212,(유)한국비엠에스제약,황색의둥근필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298763309200007,2½,893,원형,노랑,-,-,-,6,6,2,20121220,3330,혈액응고저지제,전문의약품,20111130,필름코팅정,-,-,-,-,-,-,20211230
201110511,에스마라정(레트로졸),20161739,동아에스티(주),어두운황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600057,DA,2.5,원형,주황,-,-,-,6,6,2.9,20130131,4210,항악성종양제,전문의약품,20111130,필름코팅정,-,-,-,-,-,-,-
201110563,폴시드정0.4밀리그램(폴산),19640007,조아제약(주),연노랑의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600075,CΛF,-,원형,노랑,-,-,-,5.8,5.8,2.7,20111214,3130,비타민B제(비타민B1을제외),일반의약품,20111202,나정,-,-,-,-,-,-,20191006
201110684,변락에프장용정,19620003,(유)한풍제약,분홍색의원형장용성필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152163701802500031,下,1,원형,분홍,-,-,-,10.14,10.14,4.87,20120320,2380,하제|완장제,일반의약품,20111209,장용성필름코팅정,-,-,-,-,-,-,-
201112299,레파넘정0.5밀리그램(레파글리니드),19550016,(주)다림바이오텍,볼록한흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600143,마크,R,원형,하양,-,-,-,6.07,6.07,2.6,20120112,3960,당뇨병용제,전문의약품,20111229,나정,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900091,-,r0030,-,20170713
201200211,리스피돈오디정2밀리그램(리스페리돈),19570027,한미약품(주),흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600188,RS,2,원형,하양,-,-,-,9.1,9.1,3.1,20120125,1170,정신신경용제,전문의약품,20120106,구강붕해정,-,-,-,-,-,-,20200811
201107217,디발탄정80밀리그램(발사르탄),19620001,신풍제약(주),연한빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426570506500153,마크,80,원형,분홍,-,-,-,8.1,8.1,3.5,20111207,2140,혈압강하제,전문의약품,20110927,필름코팅정,SP|SP|5P|dS|d5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000014,-,r0468,-,20170218
201107291,세프렌정100밀리그램(세프카펜피복실염산염수화물),19650002,코오롱제약(주),엷은홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mdd-hIwIj8,100,KLN,원형,분홍,-,-,-,8.6,8.6,3.9,20111110,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,-,-,-,-,-,-,-
201107292,프로카펜정100밀리그램(세프카펜피복실염산염수화물),19600001,삼아제약(주),엷은홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298775798400086,마크,100,원형,분홍,-,-,-,8.7,8.7,3.8,20111027,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,SA|SΛ|5A|5Λ|VS,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800190,-,r0125,-,-
201107504,세파목스정100밀리그램(세프카펜피복실염산염수화물),19620001,신풍제약(주),엷은분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426575880200044,마크,CM,원형,분홍,-,-,-,8.7,8.7,3.6,20111103,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,SP|5P|dS|d5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,-,r0053,-,-
201107505,레스카펜정100밀리그램(세프카펜피복실염산염수화물),19580004,안국약품(주),엷은홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154297265138500050,AG,100,원형,분홍,-,-,-,8.61,8.61,3.91,20111018,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,-,-,-,-,-,-,20220404
201107506,세로카펜정100밀리그램(세프카펜피복실염산염수화물),19620008,영진약품(주),엷은홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mdd-hIwImi,100,YJP,원형,분홍,-,-,-,8.5,8.5,3.6,20111219,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,-,-,-,-,-,-,-
201107519,세카펜정100밀리그램(세프카펜피복실염산염수화물),19570027,한미약품(주),엷은홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426575880200088,HM,CEF,원형,분홍,-,-,-,8.74,8.74,4.6,20111202,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,-,-,-,-,-,-,-
201107522,세프피보정100밀리그램(세프카펜피복실염산염수화물),19760002,경동제약(주),엷은홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606700018,K분할선D,100,원형,분홍,-,-,-,8,8,2,20111027,6180,주로그람양성|음성균에작용하는것,전문의약품,20110929,필름코팅정,-,-,-,-,-,-,20170916
201108895,키토실츄어블정,19620003,(유)한풍제약,흰색～미황색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600004,GHL,-,원형,노랑,-,-,-,14.13,14.13,6.38,20111213,3190,기타의비타민제,일반의약품,20111021,추어블정(저작정),-,-,-,-,-,-,20211117
201108962,멜아웃정,19550015,(주)동구바이오제약,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426581382500035,DCM,-,원형,분홍,-,-,-,9.7,9.7,4.7,20111031,2690,기타의외피용약,일반의약품,20111021,필름코팅정,-,-,-,-,-,-,20190905
201109163,데오돌정20밀리그램(클로로필린구리나트륨착염),19580003,알보젠코리아(주),녹색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426581382500115,DD,-,원형,초록,-,-,-,8.2,8.2,3.4,20111118,2390,기타의소화기관용약,일반의약품,20111026,필름코팅정,-,-,-,-,-,-,-
201205260,팔팔츄정25밀리그램(실데나필),19570027,한미약품(주),연한파란색의씹어먹는원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426609286000182,SCT25,-,원형,파랑,-,-,-,7.5,7.5,2.5,20120620,2590,기타의비뇨생식기관및항문용약,전문의약품,20120531,추어블정(저작정),-,-,-,-,-,-,20170909
201205261,올로프리정(올로파타딘염산염),19870002,(주)휴온스,담황적색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426609286000187,OP분할선HS,-,원형,분홍,-,-,-,6.5,6.5,3.2,20120720,1490,기타의알레르기용약,전문의약품,20120531,필름코팅정,-,-,-,-,-,-,20210129
201205263,알레리스정(올로파타딘염산염),19560016,제이더블유신약(주),담황적색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426609286000193,LE분할선마크,-,원형,분홍,-,-,-,6.5,6.5,3.1,20120703,1490,기타의알레르기용약,전문의약품,20120531,필름코팅정,js|j5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700103,-,r0430,-,20170413
201205264,팔팔츄정50밀리그램(실데나필),19570027,한미약품(주),연한파란색의씹어먹는원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426609286000198,SCT50,분할선,원형,파랑,-,-,-,8.5,8.5,2.7,20120620,2590,기타의비뇨생식기관및항문용약,전문의약품,20120531,추어블정(저작정),-,-,-,-,-,-,20170909
201205265,팔팔츄정100밀리그램(실데나필),19570027,한미약품(주),연한파란색의씹어먹는원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426616587000001,SCT100,분할선,원형,파랑,-,-,-,12,12,3.5,20120620,2590,기타의비뇨생식기관및항문용약,전문의약품,20120531,추어블정(저작정),-,-,-,-,-,-,20170909
201205269,나제론오디정0.1mg(라모세트론염산염),19880005,(주)보령,양면이볼록한원형의엷은적황색구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ODB4XrnT01,BR,-,원형,분홍,-,-,-,8.2,8.2,2.7,20120719,2350,최토제|진토제,전문의약품,20120531,구강붕해정,-,-,-,-,-,-,20141014
201205256,위세당정,19900021,동방에프티엘(주),담황색의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032568647400161,위정,FTL,원형,노랑,-,-,-,9.8,9.8,4.35,20120904,2390,기타의소화기관용약,일반의약품,20120531,나정,-,-,-,-,-,-,-
201205414,애스몬테속붕정4밀리그램(몬테루카스트나트륨),19650002,코오롱제약(주),흰색또는미황색의원형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426616587000062,SM4,KLN,원형,하양,-,-,-,8.67,8.67,3.3,20120629,1490,기타의알레르기용약,전문의약품,20120605,구강붕해정,-,-,-,-,-,-,20170629
201205415,애스몬테속붕정5밀리그램(몬테루카스트나트륨),19650002,코오롱제약(주),분홍색의원형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426616587000065,SM5,KLN,원형,분홍,-,-,-,9.24,9.24,3.5,20120629,1490,기타의알레르기용약,전문의약품,20120605,구강붕해정,-,-,-,-,-,-,20170629
201205550,아디펙스정18.75mg(펜터민염산염),19980209,광동제약(주),백색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777809115000124,분할선,ΛK,원형,하양,-,-,-,6.1,6.1,2.8,20120627,1230,자율신경제,전문의약품,20120615,나정,-,-,-,-,-,-,-
201205832,록스핀정(록소프로펜나트륨수화물),19910001,한국유나이티드제약(주),흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426616587000130,LOX,U분할선T,원형,하양,-,-,-,9.15,9.15,3.85,20120817,1140,해열.진통.소염제,전문의약품,20120622,나정,-,-,-,-,-,-,20210316
201206081,테바미르타자핀오디티정15밀리그램,20161799,(주)한독테바,한면에‘93’|다른면에‘7303’이새겨진물없이입에서녹여먹는흰색의원형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032762148900066,93,7303,원형,하양,-,-,-,8,8,3.5,20120921,1170,정신신경용제,전문의약품,20120712,구강붕해정,-,-,-,-,-,-,20190930
201206090,에페시나정(에페리손염산염),19850002,(주)테라젠이텍스,[내수용]흰색의원형당의정[수출용]흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MioOKV_hEV,ETXEPES,-,원형,하양,-,-,-,7.4,7.4,4.7,20120828,1220,골격근이완제,전문의약품,20120712,당의정,-,-,-,-,-,-,20210922
201206121,덴타렌에프정(옥수수불검화정량추출물),19910005,(주)녹십자,연한황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426622886300021,DTF,-,원형,노랑,-,-,-,10,10,5.4,20120803,2310,치과구강용약,일반의약품,20120713,필름코팅정,-,-,-,-,-,-,-
201206176,클로팜정250밀리그램(팜시클로비르),19580012,하나제약(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031382857300186,HN,250,원형,하양,-,-,-,10,10,3.5,20120925,6290,기타의화학요법제,전문의약품,20120718,필름코팅정,-,-,-,-,-,-,20130526
201206181,타그마정200밀리그램(시메티딘),19540005,삼성제약(주),연녹색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031782001300086,SS,TPM,원형,연두,-,-,-,9,9,2,20121022,2320,소화성궤양용제,전문의약품,20120718,나정,-,-,-,-,-,-,20151217
201206201,로펜탁정60밀리그램(록소프로펜나트륨수화물),19570014,환인제약(주),백색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426622886300055,W분할선I,LX,원형,하양,-,-,-,9,9,3.1,20120821,1140,해열.진통.소염제,전문의약품,20120720,나정,-,-,-,-,-,-,20210316
201206250,뮤코테라트로키제(암브록솔염산염),19850002,(주)테라젠이텍스,흰색의원형트로키제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426622886300069,ETX,-,원형,하양,-,-,-,14.9,14.9,5.8,20120808,2220,진해거담제,일반의약품,20120725,트로키제,-,-,-,-,-,-,-
201206333,사디반정80밀리그램(발사르탄),19560005,아주약품(주),주황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147618960468200021,ΛJU,D분할선V,원형,분홍,-,-,-,8.24,8.24,3.74,20130123,2140,혈압강하제,전문의약품,20120731,필름코팅정,-,-,-,-,-,-,20191001
201206338,아이트라정(이트라코나졸고체분산체),19580003,알보젠코리아(주),흰색또는미황색을띤원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146537665150400190,KW,IT,원형,하양,-,-,-,11,11,5.5,20121005,6290,기타의화학요법제,전문의약품,20120731,필름코팅정,-,-,-,-,-,-,20200812
201206328,써모펜에스정,19580003,알보젠코리아(주),연한연두색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Eix,T분할선S,마크,원형,연두,-,-,-,10.8,10.8,4.52,20120903,1140,해열.진통.소염제,일반의약품,20120731,나정,-,Hw|mH,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200012,-,r0332,20190305
201206403,프록틸정100밀리그램(세프포독심프록세틸),19580004,안국약품(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426622886300123,AG,CF,원형,하양,-,-,-,8.8,8.8,4.7,20120828,6180,주로그람양성|음성균에작용하는것,전문의약품,20120806,필름코팅정,-,-,-,-,-,-,-
201200267,원기쏘정,19940044,대한뉴팜(주),담황갈색의원형츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426597943600003,WO,-,원형,노랑,-,-,-,9.1,9.1,4.3,20120221,2330,건위소화제,일반의약품,20120111,추어블정(저작정),-,-,-,-,-,-,-
201200380,센시아정(센텔라정량추출물),19620002,동국제약(주),연두색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426597943600009,S30,마크,원형,연두,-,-,-,8,8,3,20120413,4900,기타의조직세포의기능용의약품,일반의약품,20120118,필름코팅정,-,dk|cK,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800119,-,r0103,20150326
201200435,테바라모트리진츄어블정50밀리그램,20161799,(주)한독테바,한면에50|다른면에DLT가새겨진흰색의원형저작또는분산정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426597943600015,DLT,50,원형,하양,-,-,-,7.4,7.4,4,20120524,1130,항전간제,전문의약품,20120119,추어블정(저작정),-,-,-,-,-,-,20220629
201200587,테바미르타자핀오디티정30밀리그램,20161799,(주)한독테바,한면에‘93’|다른면에‘7304’가새겨진물없이입에서녹여먹는흰색의원형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032711460900129,93,7304,원형,하양,-,-,-,10,10,4.5,20120921,1170,정신신경용제,전문의약품,20120126,구강붕해정,-,-,-,-,-,-,20200922
201200603,플빅스정(클로피도그렐황산염),19950015,한국프라임제약(주),분홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426597943600024,KPP,COP,원형,분홍,-,-,-,8.7,8.7,4.1,20120501,2180,동맥경화용제,전문의약품,20120127,필름코팅정,-,-,-,-,-,-,20211213
201200627,오자펙스정5밀리그램(올란자핀),20162513,(주)한국파마,흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032555965400059,ZA,5,원형,하양,-,-,-,8,8,3,20121219,1170,정신신경용제,전문의약품,20120130,필름코팅정,-,-,-,-,-,-,-
201200854,비코그린에스정,19650002,코오롱제약(주),녹색의원형장용성필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674126111200164,C1,-,원형,연두,-,-,-,5.9,5.9,2.8,20120510,2380,하제|완장제,일반의약품,20120210,장용성필름코팅정,-,-,-,-,-,-,-
201201264,테바라모트리진츄어블정100밀리그램,20161799,(주)한독테바,한면에100|다른면에DLT가새겨진흰색의원형저작또는분산정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152795410353100013,DLT,100,원형,하양,-,-,-,9,9,5.7,20120524,1130,항전간제,전문의약품,20120228,추어블정(저작정),-,-,-,-,-,-,20220629
201201265,프라펙솔정1밀리그램(프라미펙솔염산염일수화물),19550010,삼일제약(주),흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEtR,PX분할선10,H분할선H,원형,하양,-,-,-,9.2,9.2,3.5,20121112,1190,기타의중추신경용약,전문의약품,20120228,나정,-,-,-,-,-,-,20210929
201201271,자렐토정15밀리그램(리바록사반),20161555,바이엘코리아(주),빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150253854028000064,마크,▽15,원형,빨강,-,-,-,6,6,2.8,20120312,3330,혈액응고저지제,전문의약품,20120229,필름코팅정,BAYER|BΛYER,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900070,-,r0023,-,20220712
201201272,자렐토정20밀리그램(리바록사반),20161555,바이엘코리아(주),갈색을띤빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150253854028000058,마크,▽20,원형,갈색,-,-,-,6,6,2.8,20120312,3330,혈액응고저지제,전문의약품,20120229,필름코팅정,BAYER|BΛYER,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900070,-,r0023,-,20220712
